Title,Artist,BPM,Key,Genre,Album,Grouping,Date Added,Location,Comment,Year,Overall Volume,Energy,CuePoints,ClippedPeaks
Like A G6 (Quick Hit Clean),"Far East Movement, The Cataracs & Dev",125,6A,Pop,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Far East Movement, The Cataracs & Dev - Like A G6 (Quick Hit Clean)_pn.mp3",6A - Energy 8,2010,-12.7 dB,8,7,0
Yeah Baby Refix | #GarrySandhu | Ft. Shehnaaz Gill | Full Video Song | Fresh Media Records,,88,2A,,,,1/13/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Unfixed\Indian Songs Fixed\Yeah Baby Refix _ #GarrySandhu _ Ft. Shehnaaz Gill _ Full Video Song _ Fresh Media Records_pn.mp3,2A - Energy 6 - www.mediahuman.com,,-13.2 dB,6,7,0
Ice Cream (Quick Hit Clean),BLACKPINK ft Selena Gomez,80,12B,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\BLACKPINK ft Selena Gomez - Ice Cream (Quick Hit Clean)_pn.mp3,12B - Energy 7,2020,-13.4 dB,7,8,0
Anxiety (Intro Dirty),Julia Michaels ft Selena Gomez,142,8B,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Julia Michaels ft Selena Gomez - Anxiety (Intro Dirty)_pn.mp3,8B - Energy 4,2019,-13.1 dB,4,8,0
Let's Get Retarded (Intro Dirty),The Black Eyed Peas,105,10A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\The Black Eyed Peas - Let's Get Retarded (Intro Dirty)_pn.mp3,10A - Energy 8,2005,-13.1 dB,8,8,0
No Friends In The Industry (Intro Dirty),Drake,84,7A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Drake - No Friends In The Industry (Intro Dirty)_pn.mp3,7A - Energy 6,2021,-12.7 dB,6,8,0
Official Video by The Pierces,Secret,139,8A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Secret - Official Video by The Pierces_pn.mp3,8A - Energy 4 - www.mediahuman.com,,-12.9 dB,4,4,0
"I Like To Move It (Erick ""More"" Album Mix) (feat. The Mad Stuntman)",Reel 2 Real,123,5A,,Move It!,,7/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Reel 2 Real - I Like To Move It (Erick More Album Mix) (feat. The Mad Stuntman)_pn.mp3,5A - Energy 7 - www.mediahuman.com,1994,-13.6 dB,7,8,0
"SANAM RE Title  Song FULL VIDEO | Pulkit Samrat, Yami Gautam, Urvashi Rautela | Divya Khosla Kumar",,112,6A,Other,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\SANAM RE Title  Song FULL VIDEO _ Pulkit Samrat, Yami Gautam, Urvashi Rautela _ Divya Khosla Kumar_pn.mp3",6A - Energy 5 - www.mediahuman.com,,-12.8 dB,5,8,0
Too Fast (Pull Over) (Quick Hit Dirty),"Jay Rock, Anderson .Paak & Latto",107,11A,Hip Hop,,,10/28/2023,"C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Jay Rock, Anderson. Paak & Latto - Too Fast (Pull Over) (Quick Hit Dirty)_pn.mp3",11A - Energy 6,2023,-12.7 dB,6,6,0
Hey Lover ft. Boyz II Men,LL COOL J,88,5A,,,,2/24/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\LL COOL J - Hey Lover ft. Boyz II Men_pn.mp3,5A - Energy 4 - www.mediahuman.com,,-13.7 dB,4,8,0
You Spin Me Right Round       ,Dead Or Alive                 ,128,11A,Soundtrack,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive Sound Fixed\Dead Or Alive - You Spin Me Right Round_pn.mp3,11A - Energy 7,,-13.1 dB,7,4,0
Lamberghini (Full Video) | The Doorbeen Feat Ragini | Latest Punjabi Song 2018 | Speed Records,,104,1A,,,,1/13/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Karan's Bday\Karan's Songs with Cues and Platinum Notes\Lamberghini (Full Video) _ The Doorbeen Feat Ragini _ Latest Punjabi Song 2018 _ Speed Records_pn.mp3,1A - Energy 6 - www.mediahuman.com,,-13.1 dB,6,8,0
Hustlin (Remix) (Quick Hit Dirty),Rick Ross ft Young Jeezy & Jay-Z,136,1A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Rick Ross ft Young Jeezy & Jay-Z - Hustlin (Remix) (Quick Hit Dirty)_pn.mp3,1A - Energy 7,2006,-12.7 dB,7,8,0
Still Fly,Big Tymers,89,2A,,10 Years Of Bling,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Big Tymers - Still Fly_pn.mp3,2A - Energy 6 - www.mediahuman.com,2007,-12.8 dB,6,8,0
Locked Up,Akon,90,6A,R&B,Trouble,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Akon - Locked Up_pn.mp3,6A - Energy 6,2005,-13.1 dB,6,8,0
(I Just) Died In Your Arms,Cutting Crew,124,10A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Cutting Crew - (I Just) Died In Your Arms_pn.mp3,10A - Energy 6 - www.mediahuman.com,,-13.5 dB,6,8,0
Titanium (Dirty),Dave,121,5A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Dave - Titanium (Dirty)_pn.mp3,5A - Energy 6,2021,-12.9 dB,6,6,0
Wolves (Quick Hit Dirty),Big Sean ft Post Malone,80,6A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Big Sean ft Post Malone - Wolves (Quick Hit Dirty)_pn.mp3,6A - Energy 5,2020,-12.7 dB,5,8,0
Bread,Sofi Tukker,125,10A,,BREAD,,9/2/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Sofi Tukker - Bread_pn.mp3,10A - Energy 7 - www.mediahuman.com,2024,-13.0 dB,7,7,0
For The Night (Quick Hit Dirty),Pop Smoke ft Lil Baby & DaBaby,126,11A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Pop Smoke ft Lil Baby & DaBaby - For The Night (Quick Hit Dirty)_pn.mp3,11A - Energy 4,2020,-13.1 dB,4,6,0
Wake Me Up (Clean Short Edit),Avicii ft Aloe Blacc,124,10A,Progressive House,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Avicii ft Aloe Blacc - Wake Me Up (Clean Short Edit)_pn.mp3,10A - Energy 7,2013,-12.9 dB,7,6,0
G.O.A.T.,Diljit Dosanjh,88,1A,,,,9/2/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Diljit Dosanjh - G.O.A.T._pn.mp3,1A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,8,0
Zombie (Zombic & Felix Schorn Remix),Besomorph & N3WPORT,126,4A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Besomorph & N3WPORT - Zombie (Zombic & Felix Schorn Remix)_pn.mp3,4A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,5,0
Brenda's Got A Baby (Intro Dirty),2Pac ft Dave Hollister,83,6A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\2Pac ft Dave Hollister - Brenda's Got A Baby (Intro Dirty)_pn.mp3,6A - Energy 6,1991,-12.8 dB,6,7,0
abcdefu - Mark Anthony Lights Go Down Edit (Clean),GAYLE,126,12A,House,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\GAYLE - abcdefu - Mark Anthony Lights Go Down Edit (Clean)_pn.mp3,12A - Energy 6,2021,-12.8 dB,6,8,0
Abracadabra (Gesaffelstein Remix),Lady Gaga & Gesaffelstein,114,4A,,Abracadabra (Gesaffelstein Remix),,4/28/2025,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Lady Gaga & Gesaffelstein - Abracadabra (Gesaffelstein Remix)_pn.mp3,4A - Energy 6 - www.mediahuman.com,2025,-11.0 dB,6,6,0
Nahin Jeena'  Rishi Rich Ft Juggy D & Don Dee,,96,10A,,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Fixed (Not Uploaded)\'Nahin Jeena'  Rishi Rich Ft Juggy D & Don Dee_pn.mp3,10A - Energy 7 - www.mediahuman.com,,-13.5 dB,7,8,0
Runaway,Nelly Furtado,92,12A,Pop,Loose (Tour Edition),,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Old Hard Drive Sounds Fixed\Nelly Furtado - Runaway_pn.mp3,12A - Energy 7,2007,-13.1 dB,7,8,0
There Goes My Baby (Intro Clean),Enrique Iglesias ft FloRida,104,8A,Top 40,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Enrique Iglesias ft FloRida - There Goes My Baby (Intro Clean)_pn.mp3,8A - Energy 8,,-12.8 dB,8,8,0
Around The World (Extended),Daft Punk,121,9A,House,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Daft Punk - Around The World (Extended)_pn.mp3,9A - Energy 7,,-13.7 dB,7,8,0
Break Your Neck (Dirty),Busta Rhymes,83,8A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Busta Rhymes - Break Your Neck (Dirty)_pn.mp3,8A - Energy 6 - www.mediahuman.com,,-13.3 dB,6,8,0
Right Round (Intro Dirty),Flo Rida ft Kesha,125,8A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Flo Rida ft Kesha - Right Round (Intro Dirty)_pn.mp3,8A - Energy 8,2009,-12.9 dB,8,8,0
I Don't Need Your Love (Short Edit),Angelina,130,3A,Dance,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Angelina - I Don't Need Your Love (Short Edit)_pn.mp3,3A - Energy 6,,-13.6 dB,6,8,0
Mirrors,Caravan Palace,123,7A,,,,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Caravan Palace - Mirrors_pn.mp3,7A - Energy 7 - www.mediahuman.com,,-13.2 dB,7,8,0
AP DHILLON | GURINDER GILL | SHINDA KAHLON | GMINXR,BROWN MUNDE,150,1A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\BROWN MUNDE - AP DHILLON _ GURINDER GILL _ SHINDA KAHLON _ GMINXR_pn.mp3,1A - Energy 4 - www.mediahuman.com,,-13.1 dB,4,7,0
AP (Intro Dirty),Pop Smoke,148,12A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Pop Smoke - AP (Intro Dirty)_pn.mp3,12A - Energy 5,2021,-12.8 dB,5,8,0
Drug Dealers Anonymous (Instrumental),Pusha T ft Jay Z,152,12A,Hip Hop,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Pusha T ft Jay Z - Drug Dealers Anonymous (Instrumental)_pn.mp3,12A - Energy 5 - www.bpmsupreme.com,,-13.0 dB,5,8,0
Under The Bridge (Intro Clean),Red Hot Chili Peppers,85,12B,Rock,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Red Hot Chili Peppers - Under The Bridge (Intro Clean)_pn.mp3,12B - Energy 5,1991,-12.8 dB,5,8,0
Rich Flex (Pt. 2) (Cesar Castilla Jump Off Edit) (Dirty),Drake & 21 Savage,80,11A,Hip Hop,,,12/24/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs from Spotify 2\Songs from Spotify 2 Fixed\Drake & 21 Savage - Rich Flex (Pt. 2) (Cesar Castilla Jump Off Edit) (Dirty)_pn.mp3,11A - Energy 6,2022,-12.7 dB,6,8,0
Wind Of Change,Scorpions,151,8A,,,,12/24/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs from Spotify 2\Songs from Spotify 2 Fixed\Scorpions - Wind Of Change_pn.mp3,8A - Energy 6 - www.mediahuman.com,,-13.1 dB,6,8,0
NO,Meghan Trainor,129,12A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Meghan Trainor - NO_pn.mp3,12A - Energy 7 - www.mediahuman.com,,-13.1 dB,7,8,0
21 Reasons [Lyric Video],Nathan Dawe x Ella Henderson,124,2A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Nathan Dawe x Ella Henderson - 21 Reasons [Lyric Video]_pn.mp3,2A - Energy 6 - www.mediahuman.com,,-12.9 dB,6,7,0
When You're Gone (Quick Hit Clean),The Cranberries,124,5B,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\The Cranberries - When You're Gone (Quick Hit Clean)_pn.mp3,5B - Energy 5,1996,-12.9 dB,5,8,0
T.I.- King Back,,152,5A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\T.I.- King Back_pn.mp3,5A - Energy 7 - www.mediahuman.com,,-12.9 dB,7,8,0
"""California Love"" - Motown AI",Tupac and the Shakurs,120,6A,,,,10/5/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Tupac and the Shakurs - California Love - Motown AI_pn.mp3,6A - Energy 4 - www.mediahuman.com,,-12.9 dB,4,8,0
Human (Intro Clean),The Human League,101,4B,Nu Wave,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\The Human League - Human (Intro Clean)_pn.mp3,4B - Energy 4,1986,-12.7 dB,4,8,0
This Is How We Do It,Montell Jordan,104,4A,,,,1/13/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Karan's Bday\Karan's Songs with Cues and Platinum Notes\Montell Jordan - This Is How We Do It_pn.mp3,4A - Energy 7 - www.mediahuman.com,,-13.2 dB,7,8,0
420 Freestyle (Intro Dirty),Wiz Khalifa,145,5A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Wiz Khalifa - 420 Freestyle (Intro Dirty)_pn.mp3,5A - Energy 6,2018,-12.7 dB,6,8,0
Jenny Of Oldstones (Podrick's Song) (feewet remix),Game Of Thrones,118,12A,Trap,,,5/25/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Game Of Thrones - Jenny Of Oldstones (Podrick's Song) (feewet remix)_pn.mp3,12A - Energy 4 - www.mediahuman.com,,-13.0 dB,4,8,0
X Bitch (Intro Dirty),21 Savage & Metro Boomin ft Future,149,9A,Hip Hop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\21 Savage & Metro Boomin ft Future - X Bitch (Intro Dirty)_pn.mp3,9A - Energy 5,2016,-12.8 dB,5,8,0
Devil I Know (Visualizer),Allie X,91,3A,,,,9/16/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Allie X - Devil I Know (Visualizer)_pn.mp3,3A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,7,0
Hell Yeah Ft. Ken Carson,SoFaygo,142,12A,,,,3/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\SoFaygo - Hell Yeah Ft. Ken Carson_pn.mp3,12A - Energy 8 - www.mediahuman.com,,-12.8 dB,8,8,0
Suburbia (Intro Clean),Pet Shop Boys,126,8B,Nu Wave,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Pet Shop Boys - Suburbia (Intro Clean)_pn.mp3,8B - Energy 7,1986,-12.8 dB,7,8,0
Turn Me On (Intro Clean),David Guetta ft Nicki Minaj,128,5A,Top 40,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\David Guetta ft Nicki Minaj - Turn Me On (Intro Clean)_pn.mp3,5A - Energy 7 - www.bpmsupreme.com,2012,-12.8 dB,7,8,0
Whole Lotta (Quick Hit Dirty),Moneyman ft Young Dolph,140,7A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Moneyman ft Young Dolph - Whole Lotta (Quick Hit Dirty)_pn.mp3,7A - Energy 6,2021,-12.7 dB,6,7,0
Give It Away (Quick Hit Clean),Red Hot Chili Peppers,91,8A,Rock,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Red Hot Chili Peppers - Give It Away (Quick Hit Clean)_pn.mp3,8A - Energy 7,1991,-12.8 dB,7,8,0
Secrets,Tiësto & KSHMR feat. Vassy,128,9A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Tiësto & KSHMR feat. Vassy - Secrets_pn.mp3,9A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,7,0
Balloons (Quick Hit Dirty),EST Gee,80,7A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\EST Gee - Balloons (Quick Hit Dirty)_pn.mp3,7A - Energy 6,2021,-12.9 dB,6,4,0
Bad and Boujee (1978),,84,10B,,,,10/5/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Bad and Boujee (1978)_pn.mp3,10B - Energy 5 - www.mediahuman.com,,-14.3 dB,5,8,0
Burn (Intro Dirty),Big Sean feat Meek Mill,124,7A,Top 40,BPMsupreme.com,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Big Sean feat Meek Mill - Burn (Intro Dirty)_pn.mp3,7A - Energy 7 - www.bpmsupreme.com,,-12.9 dB,7,6,0
Shaka Laka (feat. Kodak Black & Yailin la Mas Viral),6ix9ine,101,8A,,,,8/5/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\6ix9ine - Shaka Laka (feat. Kodak Black & Yailin la Mas Viral)_pn.mp3,8A - Energy 5 - www.mediahuman.com,,-13.0 dB,5,8,0
Acapulco (Lyrics),Jason Derulo,122,6A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Jason Derulo - Acapulco (Lyrics)_pn.mp3,6A - Energy 7 - www.mediahuman.com,,-12.9 dB,7,7,0
Beep Beep (Remix) vs Just A Little Bit (DJ Juan Cuba Slam Edit) (Dirty Extended),Nicki Minaj ft 50 Cent,85,4A,Hip Hop,,,1/13/2024,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Nicki Minaj ft 50 Cent - Beep Beep (Remix) vs Just A Little Bit (DJ Juan Cuba Slam Edit) (Dirty Extended)_pn.mp3,"4A - Energy 5 - Universal Music Group, Republic Records",2023,-13.1 dB,5,7,0
Feel It Still (Intro Clean),Portugal. The Man,79,12A,Alternative,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Portugal. The Man - Feel It Still (Intro Clean)_pn.mp3,12A - Energy 5,2017,-12.9 dB,5,8,0
Push It (Intro Dirty),Rick Ross,151,5A,Hip Hop,,www.bpmsupreme.com,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Rick Ross - Push It (Intro Dirty)_pn.mp3,5A - Energy 6,,-13.2 dB,6,8,0
How's It Going To Be (Official Music Video) [HD],Third Eye Blind,84,7B,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Third Eye Blind - How's It Going To Be (Official Music Video) [HD]_pn.mp3,7B - Energy 4 - www.mediahuman.com,,-13.1 dB,4,5,0
Pump Up the Volume,Marrs ,113,8A,-1,New Title,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\80's Songs From Hard Drive (Backup)\Marrs  - Pump Up the Volume.mp3,8A - Energy 7,,-13.8 dB,7,8,0
You Won't See Me Tonight (feat. Aaliyah),Nas,95,8A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Nas - You Won't See Me Tonight (feat. Aaliyah)_pn.mp3,8A - Energy 5 - www.mediahuman.com,,-13.1 dB,5,8,0
Don't You Want Me,The Human League,118,8A,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\The Human League - Don't You Want Me_pn.mp3,8A - Energy 7 - www.mediahuman.com,,-13.1 dB,7,3,0
In My Mind (Clean Short Edit),Dynoro,126,3A,Future House,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Dynoro - In My Mind (Clean Short Edit)_pn.mp3,3A - Energy 6,2018,-12.7 dB,6,5,0
Something Real (Dirty),Post Malone,136,10A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Post Malone - Something Real (Dirty)_pn.mp3,10A - Energy 7,2023,-12.9 dB,7,8,0
Cool Colorado,La Femme,81,10A,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\La Femme - Cool Colorado_pn.mp3,10A - Energy 4 - www.mediahuman.com,,-12.8 dB,4,5,0
Heaven (Cascada Remix),Manian feat. Aila,142,10B,Other,Heaven,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Manian feat. Aila - Heaven (Cascada Remix)_pn.mp3,10B - Energy 8 - www.mediahuman.com,2007,-13.0 dB,8,8,0
I Love It (Tiesto Remix) (Extended),Icona Pop,128,1A,Club House,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Icona Pop - I Love It (Tiesto Remix) (Extended)_pn.mp3,"1A - Energy 8 - For Promotional Use Only By:
www.bpmsupreme.com",,-12.9 dB,8,8,0
All Around The World (La La La) (Alan Walker Remix),R3HAB x A Touch Of Class,125,8A,,,,12/24/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs from Spotify 2\Songs from Spotify 2 Fixed\R3HAB x A Touch Of Class - All Around The World (La La La) (Alan Walker Remix)_pn.mp3,8A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,7,0
Dernière Danse,Scott Rill & Ester Peony,126,5A,,,,1/14/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs to Upload in Platinum Notes & Mixed In Key\Songs to upload fixed\Scott Rill & Ester Peony - Dernière Danse_pn.mp3,5A - Energy 7 - www.mediahuman.com,,-13.0 dB,7,8,0
Kushian,Sukshinder Shinda,154,9A,,Balle,,1/13/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Unfixed\Indian Songs Fixed\Sukshinder Shinda - Kushian_pn.mp3,9A - Energy 7 - www.mediahuman.com,2009,-13.6 dB,7,7,0
All Night,Icona Pop,124,12B,,,,12/19/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs From Spotify\Songs From Spotify Fixed\Icona Pop - All Night_pn.mp3,12B - Energy 8 - www.mediahuman.com,,-12.9 dB,8,8,0
Mickey Singh | Dilpreet Dhillon | Tedi Pagg | Latest Punjabi Song 2019,Closer,94,5A,,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Indian Songs Fixed (Not Uploaded)\Closer - Mickey Singh _ Dilpreet Dhillon _ Tedi Pagg _ Latest Punjabi Song 2019_pn.mp3,5A - Energy 6 - www.mediahuman.com,,-13.4 dB,6,8,0
U2 [Remastered],With Or Without You,110,10B,Other,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\With Or Without You - U2 [Remastered]_pn.mp3,10B - Energy 5 - www.mediahuman.com,,-13.2 dB,5,8,0
Wolves (Intro Dirty),Big Sean ft Post Malone,80,7A,Hip Hop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\Big Sean ft Post Malone - Wolves (Intro Dirty)_pn.mp3,7A - Energy 6,2020,-12.7 dB,6,8,0
We Found Love (Clean) (Short Edit),Rihanna ft Calvin Harris,128,2B,Top 40,,www.bpmsupreme.com,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Rihanna ft Calvin Harris - We Found Love (Clean) (Short Edit)_pn.mp3,2B - Energy 7 - www.bpmsupreme.com,2011,-13.0 dB,7,8,0
9 Crimes,Damien Rice,149,8B,Soundtrack,The Music Of Grey's Anatomy,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Damien Rice - 9 Crimes_pn.mp3,8B - Energy 4 - S3E09-02,2006,-13.8 dB,4,3,0
Hero (Freestyle),Wiz Khalifa,95,7A,,,,3/25/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Wiz Khalifa - Hero (Freestyle)_pn.mp3,7A - Energy 7 - www.mediahuman.com,,-12.8 dB,7,8,0
Talk Up (Intro Dirty),Drake ft Jay-Z,140,2A,Hip Hop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Drake ft Jay-Z - Talk Up (Intro Dirty)_pn.mp3,2A - Energy 6,2018,-12.9 dB,6,5,0
Major Tom,Shiny Toy Guns,82,3A,,,,8/5/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Songs Fixed\Shiny Toy Guns - Major Tom_pn.mp3,3A - Energy 6 - www.mediahuman.com,,-13.1 dB,6,8,0
Mi Gente (My People) (Pitbull Worldwide Remix) (Intro Dirty),J Balvin & Willy William,105,9A,Pop,,,10/28/2023,C:\Users\jaymo\Desktop\Dj Songs Unsorted\Serato Main Music Folder\J Balvin & Willy William - Mi Gente (My People) (Pitbull Worldwide Remix) (Intro Dirty)_pn.mp3,9A - Energy 6,2017,-12.9 dB,6,8,0
Wolves (Intro Clean),Selena Gomez ft Marshmello,125,10A,Pop,,,1/22/2022,C:\Users\jaymo\Desktop\Dj Songs Unsorted\DJ Songs Unsorted Sound Fixed\Selena Gomez ft Marshmello - Wolves (Intro Clean)_pn.mp3,10A - Energy 6,2017,-12.9 dB,6,8,0
